,Date,Hour,y,Temperature,Humidity,Sealevel Pressure,Holiday
0,2016-01-01,01:00,8343.0,280.45,88.0,102470.0,1
1,2016-01-01,04:00,7174.0,278.05,95.0,102540.0,1
2,2016-01-01,07:00,7348.0,277.05,97.0,102500.0,1
3,2016-01-01,10:00,7746.0,278.05,99.0,102450.0,1
4,2016-01-01,13:00,8856.0,279.55,99.0,102190.0,1
5,2016-01-01,16:00,8474.0,280.55,93.0,101800.0,1
6,2016-01-01,19:00,9499.0,280.05,88.0,101480.0,1
7,2016-01-01,22:00,8625.0,279.75,94.0,101210.0,1
8,2016-01-02,01:00,8036.0,280.25,90.0,101010.0,0
9,2016-01-02,04:00,6751.0,281.25,92.0,100810.0,0
10,2016-01-02,07:00,7138.0,281.65,93.0,100810.0,0
11,2016-01-02,10:00,8350.0,282.55,86.0,100820.0,0
12,2016-01-02,13:00,9083.0,283.75,73.0,100790.0,0
13,2016-01-02,16:00,8827.0,283.45,74.0,100830.0,0
14,2016-01-02,19:00,9876.0,281.55,88.0,100960.0,0
15,2016-01-02,22:00,8739.0,281.45,78.0,101020.0,0
16,2016-01-03,01:00,8264.0,280.05,81.0,101080.0,0
17,2016-01-03,04:00,6903.0,279.45,84.0,101060.0,0
18,2016-01-03,07:00,7176.0,278.95,90.0,100900.0,0
19,2016-01-03,10:00,8421.0,279.55,91.0,100590.0,0
20,2016-01-03,13:00,9638.0,280.85,90.0,100070.0,0
21,2016-01-03,16:00,9485.0,280.15,93.0,99560.0,0
22,2016-01-03,19:00,10570.0,280.05,96.0,99170.0,0
23,2016-01-03,22:00,9197.0,281.05,93.0,99010.0,0
24,2016-01-04,01:00,8437.0,280.55,91.0,99050.0,0
25,2016-01-04,04:00,7118.0,279.15,92.0,99150.0,0
26,2016-01-04,07:00,9343.0,278.85,92.0,99160.0,0
27,2016-01-04,10:00,11069.0,278.85,92.0,99280.0,0
28,2016-01-04,13:00,10949.0,281.85,81.0,99180.0,0
29,2016-01-04,16:00,10283.0,282.75,76.0,99120.0,0
30,2016-01-04,19:00,11911.0,280.05,87.0,99130.0,0
31,2016-01-04,22:00,10062.0,278.95,89.0,99150.0,0
32,2016-01-05,01:00,9014.0,278.85,91.0,99140.0,0
33,2016-01-05,04:00,7718.0,279.05,88.0,99130.0,0
34,2016-01-05,07:00,9756.0,279.25,88.0,99110.0,0
35,2016-01-05,10:00,11483.0,279.75,91.0,99200.0,0
36,2016-01-05,13:00,11386.0,281.65,81.0,99220.0,0
37,2016-01-05,16:00,10888.0,281.85,76.0,99250.0,0
38,2016-01-05,19:00,12260.0,280.55,88.0,99370.0,0
39,2016-01-05,22:00,10175.0,280.35,89.0,99430.0,0
40,2016-01-06,01:00,8954.0,280.25,91.0,99500.0,0
41,2016-01-06,04:00,7696.0,280.05,93.0,99590.0,0
42,2016-01-06,07:00,9698.0,279.85,94.0,99620.0,0
43,2016-01-06,10:00,11325.0,280.05,94.0,99820.0,0
44,2016-01-06,13:00,11070.0,281.95,82.0,99890.0,0
45,2016-01-06,16:00,10610.0,281.85,81.0,99950.0,0
46,2016-01-06,19:00,11978.0,280.05,90.0,100060.0,0
47,2016-01-06,22:00,10061.0,280.15,93.0,99920.0,0
48,2016-01-07,01:00,8922.0,279.35,93.0,99830.0,0
49,2016-01-07,04:00,7540.0,279.85,95.0,99530.0,0
50,2016-01-07,07:00,9660.0,279.95,89.0,99120.0,0
51,2016-01-07,10:00,11439.0,279.75,97.0,98920.0,0
52,2016-01-07,13:00,10872.0,284.95,69.0,99190.0,0
53,2016-01-07,16:00,10256.0,283.15,59.0,99740.0,0
54,2016-01-07,19:00,11913.0,280.25,75.0,100180.0,0
55,2016-01-07,22:00,10131.0,278.55,82.0,100420.0,0
56,2016-01-08,01:00,9194.0,277.95,84.0,100560.0,0
57,2016-01-08,04:00,8050.0,276.25,91.0,100630.0,0
58,2016-01-08,07:00,10044.0,275.95,94.0,100580.0,0
59,2016-01-08,10:00,11775.0,275.95,98.0,100570.0,0
60,2016-01-08,13:00,11330.0,280.25,85.0,100370.0,0
61,2016-01-08,16:00,10771.0,280.75,87.0,100280.0,0
62,2016-01-08,19:00,11916.0,279.75,91.0,100370.0,0
63,2016-01-08,22:00,10080.0,278.55,98.0,100390.0,0
64,2016-01-09,01:00,9222.0,277.55,99.0,100350.0,0
65,2016-01-09,04:00,7755.0,276.05,99.0,100290.0,0
66,2016-01-09,07:00,8285.0,279.05,100.0,100170.0,0
67,2016-01-09,10:00,9880.0,280.65,100.0,100090.0,0
68,2016-01-09,13:00,10065.0,283.15,82.0,100020.0,0
69,2016-01-09,16:00,9274.0,284.05,71.0,99860.0,0
70,2016-01-09,19:00,10418.0,282.85,76.0,99650.0,0
71,2016-01-09,22:00,9151.0,282.85,83.0,99430.0,0
72,2016-01-10,01:00,8714.0,280.25,87.0,99400.0,0
73,2016-01-10,04:00,7344.0,278.35,88.0,99460.0,0
74,2016-01-10,07:00,7591.0,278.25,89.0,99480.0,0
75,2016-01-10,10:00,9141.0,278.65,91.0,99450.0,0
76,2016-01-10,13:00,10352.0,280.95,88.0,99330.0,0
77,2016-01-10,16:00,9625.0,280.65,86.0,99290.0,0
78,2016-01-10,19:00,10991.0,277.75,93.0,99450.0,0
79,2016-01-10,22:00,9935.0,277.35,95.0,99450.0,0
80,2016-01-11,01:00,9032.0,279.15,97.0,99270.0,0
81,2016-01-11,04:00,7679.0,280.05,92.0,98950.0,0
82,2016-01-11,07:00,9628.0,279.65,97.0,98660.0,0
83,2016-01-11,10:00,11361.0,280.55,87.0,98720.0,0
84,2016-01-11,13:00,11535.0,280.95,81.0,98690.0,0
85,2016-01-11,16:00,10891.0,281.65,73.0,98890.0,0
86,2016-01-11,19:00,12229.0,280.85,74.0,99050.0,0
87,2016-01-11,22:00,10363.0,279.85,88.0,99200.0,0
88,2016-01-12,01:00,9183.0,279.85,82.0,99470.0,0
89,2016-01-12,04:00,7998.0,278.05,90.0,99820.0,0
90,2016-01-12,07:00,10097.0,278.65,87.0,100040.0,0
91,2016-01-12,10:00,11632.0,280.05,85.0,100270.0,0
92,2016-01-12,13:00,11489.0,280.65,77.0,100400.0,0
93,2016-01-12,16:00,10981.0,280.15,71.0,100490.0,0
94,2016-01-12,19:00,12616.0,278.25,78.0,100710.0,0
95,2016-01-12,22:00,10849.0,278.55,77.0,100970.0,0
96,2016-01-13,01:00,9693.0,278.05,82.0,101250.0,0
97,2016-01-13,04:00,8315.0,278.15,73.0,101520.0,0
98,2016-01-13,07:00,10403.0,276.15,80.0,101810.0,0
99,2016-01-13,10:00,12255.0,276.15,83.0,102040.0,0
100,2016-01-13,13:00,12124.0,278.75,75.0,102130.0,0
101,2016-01-13,16:00,11394.0,279.75,73.0,102010.0,0
102,2016-01-13,19:00,13001.0,277.05,91.0,101930.0,0
103,2016-01-13,22:00,10972.0,275.75,90.0,101770.0,0
104,2016-01-14,01:00,9994.0,275.75,91.0,101550.0,0
105,2016-01-14,04:00,8558.0,276.35,90.0,101240.0,0
106,2016-01-14,07:00,10565.0,276.65,86.0,100960.0,0
107,2016-01-14,10:00,12313.0,277.15,93.0,100890.0,0
108,2016-01-14,13:00,11786.0,280.25,77.0,100920.0,0
109,2016-01-14,16:00,11243.0,278.55,79.0,100960.0,0
110,2016-01-14,19:00,12952.0,277.85,82.0,101140.0,0
111,2016-01-14,22:00,11062.0,276.25,87.0,101380.0,0
112,2016-01-15,01:00,9978.0,275.65,73.0,101560.0,0
113,2016-01-15,04:00,8886.0,274.45,76.0,101670.0,0
114,2016-01-15,07:00,10977.0,274.35,82.0,101740.0,0
115,2016-01-15,10:00,12846.0,275.05,90.0,101880.0,0
116,2016-01-15,13:00,12247.0,277.95,78.0,101930.0,0
117,2016-01-15,16:00,11672.0,278.05,66.0,101970.0,0
118,2016-01-15,19:00,13228.0,276.05,70.0,102220.0,0
119,2016-01-15,22:00,11249.0,275.55,72.0,102330.0,0
120,2016-01-16,01:00,10358.0,273.25,82.0,102570.0,0
121,2016-01-16,04:00,9003.0,271.15,90.0,102650.0,0
122,2016-01-16,07:00,9589.0,271.75,92.0,102700.0,0
123,2016-01-16,10:00,11348.0,273.75,94.0,102820.0,0
124,2016-01-16,13:00,11807.0,277.95,76.0,102880.0,0
125,2016-01-16,16:00,10873.0,278.55,63.0,102860.0,0
126,2016-01-16,19:00,12132.0,273.85,89.0,102920.0,0
127,2016-01-16,22:00,10908.0,271.35,91.0,102960.0,0
128,2016-01-17,01:00,10421.0,273.55,90.0,102890.0,0
129,2016-01-17,04:00,8902.0,272.85,92.0,102850.0,0
130,2016-01-17,07:00,8993.0,273.65,92.0,102780.0,0
131,2016-01-17,10:00,10517.0,274.55,93.0,102800.0,0
132,2016-01-17,13:00,11498.0,277.15,74.0,102780.0,0
133,2016-01-17,16:00,10618.0,276.95,69.0,102670.0,0
134,2016-01-17,19:00,12068.0,275.55,83.0,102580.0,0
135,2016-01-17,22:00,11068.0,273.45,88.0,102500.0,0
136,2016-01-18,01:00,10444.0,272.05,88.0,102310.0,0
137,2016-01-18,04:00,9317.0,271.75,82.0,102050.0,0
138,2016-01-18,07:00,11471.0,271.45,79.0,101840.0,0
139,2016-01-18,10:00,13515.0,271.45,77.0,101700.0,0
140,2016-01-18,13:00,13408.0,272.85,71.0,101470.0,0
141,2016-01-18,16:00,12831.0,272.45,72.0,101310.0,0
142,2016-01-18,19:00,14448.0,271.75,76.0,101360.0,0
143,2016-01-18,22:00,12322.0,271.15,78.0,101380.0,0
144,2016-01-19,01:00,11211.0,271.45,80.0,101390.0,0
145,2016-01-19,04:00,9928.0,271.75,80.0,101390.0,0
146,2016-01-19,07:00,12192.0,270.25,87.0,101470.0,0
147,2016-01-19,10:00,14039.0,271.65,81.0,101570.0,0
148,2016-01-19,13:00,14112.0,273.05,74.0,101620.0,0
149,2016-01-19,16:00,13266.0,274.15,73.0,101610.0,0
150,2016-01-19,19:00,14727.0,273.35,75.0,101710.0,0
151,2016-01-19,22:00,12494.0,273.05,82.0,101820.0,0
152,2016-01-20,01:00,11374.0,272.95,82.0,101860.0,0
153,2016-01-20,04:00,10230.0,271.95,82.0,101910.0,0
154,2016-01-20,07:00,12375.0,268.65,94.0,101990.0,0
155,2016-01-20,10:00,14467.0,268.45,95.0,102150.0,0
156,2016-01-20,13:00,14414.0,269.75,90.0,102190.0,0
157,2016-01-20,16:00,13463.0,270.85,86.0,102140.0,0
158,2016-01-20,19:00,15148.0,269.45,91.0,102270.0,0
159,2016-01-20,22:00,13004.0,268.15,91.0,102360.0,0
160,2016-01-21,01:00,11946.0,267.55,93.0,102430.0,0
161,2016-01-21,04:00,10777.0,268.55,97.0,102420.0,0
162,2016-01-21,07:00,12934.0,269.45,97.0,102510.0,0
163,2016-01-21,10:00,14688.0,269.85,97.0,102630.0,0
164,2016-01-21,13:00,14068.0,272.85,92.0,102610.0,0
165,2016-01-21,16:00,12912.0,277.25,63.0,102520.0,0
166,2016-01-21,19:00,14628.0,274.75,72.0,102600.0,0
167,2016-01-21,22:00,12613.0,272.45,85.0,102630.0,0
168,2016-01-22,01:00,11546.0,271.35,90.0,102620.0,0
169,2016-01-22,04:00,10265.0,271.15,86.0,102550.0,0
170,2016-01-22,07:00,12315.0,271.45,85.0,102460.0,0
171,2016-01-22,10:00,13930.0,272.95,87.0,102450.0,0
172,2016-01-22,13:00,13737.0,276.55,83.0,102370.0,0
173,2016-01-22,16:00,13096.0,277.15,94.0,102290.0,0
174,2016-01-22,19:00,13852.0,278.25,98.0,102410.0,0
175,2016-01-22,22:00,11486.0,279.85,97.0,102660.0,0
176,2016-01-23,01:00,10315.0,279.85,98.0,102870.0,0
177,2016-01-23,04:00,8729.0,279.15,96.0,103130.0,0
178,2016-01-23,07:00,9216.0,279.05,98.0,103340.0,0
179,2016-01-23,10:00,11046.0,278.55,99.0,103550.0,0
180,2016-01-23,13:00,11556.0,279.55,97.0,103590.0,0
181,2016-01-23,16:00,10932.0,279.65,97.0,103580.0,0
182,2016-01-23,19:00,11710.0,279.95,91.0,103560.0,0
183,2016-01-23,22:00,10239.0,278.55,92.0,103490.0,0
184,2016-01-24,01:00,9816.0,278.15,96.0,103380.0,0
185,2016-01-24,04:00,8289.0,278.65,93.0,103310.0,0
186,2016-01-24,07:00,8350.0,278.65,97.0,103240.0,0
187,2016-01-24,10:00,9714.0,279.75,95.0,103280.0,0
188,2016-01-24,13:00,10535.0,282.75,91.0,103290.0,0
189,2016-01-24,16:00,9500.0,284.15,89.0,103170.0,0
190,2016-01-24,19:00,10811.0,283.95,92.0,103160.0,0
191,2016-01-24,22:00,9709.0,282.05,90.0,103090.0,0
192,2016-01-25,01:00,9114.0,279.15,92.0,102980.0,0
193,2016-01-25,04:00,7889.0,278.65,95.0,102790.0,0
194,2016-01-25,07:00,10156.0,277.45,91.0,102700.0,0
195,2016-01-25,10:00,11816.0,278.65,85.0,102680.0,0
196,2016-01-25,13:00,11016.0,285.15,62.0,102530.0,0
197,2016-01-25,16:00,10178.0,285.15,74.0,102570.0,0
198,2016-01-25,19:00,11795.0,283.15,86.0,102660.0,0
199,2016-01-25,22:00,9907.0,282.15,89.0,102790.0,0
200,2016-01-26,01:00,8863.0,281.25,94.0,102850.0,0
201,2016-01-26,04:00,7523.0,279.85,96.0,102740.0,0
202,2016-01-26,07:00,9656.0,280.85,96.0,102680.0,0
203,2016-01-26,10:00,11340.0,281.25,98.0,102720.0,0
204,2016-01-26,13:00,11071.0,283.05,82.0,102650.0,0
205,2016-01-26,16:00,10284.0,284.45,78.0,102480.0,0
206,2016-01-26,19:00,11801.0,283.35,85.0,102470.0,0
207,2016-01-26,22:00,9816.0,283.55,87.0,102460.0,0
208,2016-01-27,01:00,8698.0,282.85,89.0,102390.0,0
209,2016-01-27,04:00,7302.0,282.85,88.0,102240.0,0
210,2016-01-27,07:00,9338.0,283.15,88.0,102100.0,0
211,2016-01-27,10:00,11123.0,282.75,90.0,102180.0,0
212,2016-01-27,13:00,11045.0,284.55,69.0,102010.0,0
213,2016-01-27,16:00,10551.0,284.95,66.0,101860.0,0
214,2016-01-27,19:00,11680.0,284.25,72.0,101830.0,0
215,2016-01-27,22:00,9627.0,283.95,81.0,101800.0,0
216,2016-01-28,01:00,8586.0,283.45,93.0,101900.0,0
217,2016-01-28,04:00,7493.0,282.05,91.0,102220.0,0
218,2016-01-28,07:00,9460.0,281.75,88.0,102490.0,0
219,2016-01-28,10:00,11161.0,281.35,88.0,102740.0,0
220,2016-01-28,13:00,10962.0,282.95,69.0,102820.0,0
221,2016-01-28,16:00,10469.0,282.25,69.0,102790.0,0
222,2016-01-28,19:00,11978.0,277.85,87.0,102960.0,0
223,2016-01-28,22:00,10153.0,275.15,92.0,103110.0,0
224,2016-01-29,01:00,9321.0,276.25,95.0,103120.0,0
225,2016-01-29,04:00,8157.0,275.55,95.0,103110.0,0
226,2016-01-29,07:00,10234.0,275.75,91.0,103110.0,0
227,2016-01-29,10:00,11679.0,277.95,82.0,103160.0,0
228,2016-01-29,13:00,11435.0,281.85,75.0,103060.0,0
229,2016-01-29,16:00,10923.0,282.05,80.0,102900.0,0
230,2016-01-29,19:00,11829.0,282.05,81.0,102850.0,0
231,2016-01-29,22:00,9858.0,281.25,91.0,102770.0,0
232,2016-01-30,01:00,8865.0,281.25,94.0,102530.0,0
233,2016-01-30,04:00,7425.0,281.55,84.0,102230.0,0
234,2016-01-30,07:00,8032.0,281.55,81.0,102010.0,0
235,2016-01-30,10:00,9912.0,281.55,86.0,101760.0,0
236,2016-01-30,13:00,10764.0,282.15,92.0,101380.0,0
237,2016-01-30,16:00,10172.0,281.85,94.0,101370.0,0
238,2016-01-30,19:00,10980.0,279.75,88.0,101730.0,0
239,2016-01-30,22:00,9601.0,279.25,91.0,101770.0,0
240,2016-01-31,01:00,9094.0,280.25,91.0,101740.0,0
241,2016-01-31,04:00,7590.0,280.05,95.0,101610.0,0
242,2016-01-31,07:00,7684.0,280.05,96.0,101530.0,0
243,2016-01-31,10:00,9073.0,280.35,98.0,101430.0,0
244,2016-01-31,13:00,9757.0,284.55,91.0,101370.0,0
245,2016-01-31,16:00,8755.0,286.65,86.0,101410.0,0
246,2016-01-31,19:00,9993.0,286.65,89.0,101710.0,0
247,2016-01-31,22:00,8804.0,286.65,86.0,101980.0,0
248,2016-02-01,01:00,8074.0,286.15,82.0,102170.0,0
249,2016-02-01,04:00,6816.0,285.35,78.0,102320.0,0
250,2016-02-01,07:00,8928.0,283.85,81.0,102470.0,0
251,2016-02-01,10:00,10447.0,284.45,82.0,102650.0,0
252,2016-02-01,13:00,10448.0,285.55,75.0,102620.0,0
253,2016-02-01,16:00,10096.0,285.45,77.0,102560.0,0
254,2016-02-01,19:00,11288.0,284.25,89.0,102630.0,0
255,2016-02-01,22:00,9304.0,284.55,83.0,102610.0,0
256,2016-02-02,01:00,8178.0,283.95,88.0,102530.0,0
257,2016-02-02,04:00,6892.0,283.75,90.0,102410.0,0
258,2016-02-02,07:00,9034.0,283.85,91.0,102260.0,0
259,2016-02-02,10:00,10581.0,284.05,89.0,102150.0,0
260,2016-02-02,13:00,10504.0,284.75,86.0,102010.0,0
261,2016-02-02,16:00,10139.0,282.25,91.0,101960.0,0
262,2016-02-02,19:00,11709.0,280.75,88.0,102160.0,0
263,2016-02-02,22:00,9851.0,279.55,92.0,102300.0,0
264,2016-02-03,01:00,8809.0,279.25,92.0,102270.0,0
265,2016-02-03,04:00,7523.0,279.85,87.0,102130.0,0
266,2016-02-03,07:00,9630.0,278.65,87.0,102120.0,0
267,2016-02-03,10:00,11353.0,279.15,82.0,102370.0,0
268,2016-02-03,13:00,11072.0,281.45,67.0,102540.0,0
269,2016-02-03,16:00,10800.0,278.65,84.0,102690.0,0
270,2016-02-03,19:00,12438.0,278.05,85.0,102900.0,0
271,2016-02-03,22:00,10461.0,277.55,90.0,103130.0,0
272,2016-02-04,01:00,9465.0,276.75,92.0,103210.0,0
273,2016-02-04,04:00,8337.0,276.45,92.0,103230.0,0
274,2016-02-04,07:00,10251.0,277.25,89.0,103110.0,0
275,2016-02-04,10:00,11933.0,277.75,88.0,102960.0,0
276,2016-02-04,13:00,11822.0,281.05,94.0,102840.0,0
277,2016-02-04,16:00,10916.0,283.25,94.0,102780.0,0
278,2016-02-04,19:00,12120.0,283.55,92.0,102900.0,0
279,2016-02-04,22:00,10102.0,282.25,92.0,102970.0,0
280,2016-02-05,01:00,8911.0,282.85,92.0,103010.0,0
281,2016-02-05,04:00,7444.0,282.35,95.0,102930.0,0
282,2016-02-05,07:00,9354.0,282.35,97.0,102830.0,0
283,2016-02-05,10:00,10922.0,282.65,95.0,102760.0,0
284,2016-02-05,13:00,10767.0,283.25,88.0,102590.0,0
285,2016-02-05,16:00,10415.0,282.65,87.0,102350.0,0
286,2016-02-05,19:00,11400.0,282.85,85.0,102220.0,0
287,2016-02-05,22:00,9491.0,281.45,93.0,101920.0,0
288,2016-02-06,01:00,8651.0,280.25,93.0,101730.0,0
289,2016-02-06,04:00,7304.0,279.95,94.0,101560.0,0
290,2016-02-06,07:00,7901.0,280.85,92.0,101460.0,0
291,2016-02-06,10:00,9446.0,281.95,89.0,101360.0,0
292,2016-02-06,13:00,9884.0,284.75,77.0,101100.0,0
293,2016-02-06,16:00,8684.0,287.05,53.0,100570.0,0
294,2016-02-06,19:00,9965.0,285.95,61.0,100170.0,0
295,2016-02-06,22:00,8652.0,285.45,58.0,99980.0,0
296,2016-02-07,01:00,8209.0,285.25,63.0,99800.0,0
297,2016-02-07,04:00,6786.0,281.45,92.0,99860.0,0
298,2016-02-07,07:00,7127.0,280.35,88.0,100130.0,0
299,2016-02-07,10:00,8582.0,280.45,85.0,100340.0,0
300,2016-02-07,13:00,9123.0,281.75,65.0,100550.0,0
301,2016-02-07,16:00,8341.0,282.95,59.0,100620.0,0
302,2016-02-07,19:00,10097.0,281.55,69.0,100730.0,0
303,2016-02-07,22:00,9239.0,281.35,75.0,100640.0,0
304,2016-02-08,01:00,8549.0,281.55,87.0,100310.0,0
305,2016-02-08,04:00,7133.0,283.25,90.0,99870.0,0
306,2016-02-08,07:00,9157.0,284.65,69.0,99770.0,0
307,2016-02-08,10:00,10721.0,282.55,80.0,99860.0,0
308,2016-02-08,13:00,10701.0,283.85,69.0,99940.0,0
309,2016-02-08,16:00,10276.0,281.75,79.0,100230.0,0
310,2016-02-08,19:00,11963.0,280.45,76.0,100550.0,0
311,2016-02-08,22:00,9869.0,281.25,72.0,100640.0,0
312,2016-02-09,01:00,8818.0,280.65,83.0,100580.0,0
313,2016-02-09,04:00,7541.0,280.85,86.0,100330.0,0
314,2016-02-09,07:00,9642.0,280.95,96.0,99570.0,0
315,2016-02-09,10:00,11133.0,284.35,89.0,98700.0,0
316,2016-02-09,13:00,11039.0,282.75,81.0,98490.0,0
317,2016-02-09,16:00,10957.0,278.75,81.0,99070.0,0
318,2016-02-09,19:00,12354.0,277.25,91.0,99320.0,0
319,2016-02-09,22:00,10404.0,276.55,93.0,99580.0,0
320,2016-02-10,01:00,9402.0,275.75,89.0,99890.0,0
321,2016-02-10,04:00,8342.0,275.95,86.0,99900.0,0
322,2016-02-10,07:00,10464.0,275.85,86.0,99990.0,0
323,2016-02-10,10:00,11993.0,277.05,81.0,100130.0,0
324,2016-02-10,13:00,11336.0,280.55,67.0,100170.0,0
325,2016-02-10,16:00,10831.0,281.15,60.0,100200.0,0
326,2016-02-10,19:00,12563.0,278.25,84.0,100460.0,0
327,2016-02-10,22:00,10558.0,277.85,86.0,100590.0,0
328,2016-02-11,01:00,9482.0,277.55,84.0,100710.0,0
329,2016-02-11,04:00,8202.0,277.05,89.0,100740.0,0
330,2016-02-11,07:00,10368.0,275.95,88.0,100760.0,0
331,2016-02-11,10:00,11886.0,276.25,90.0,100800.0,0
332,2016-02-11,13:00,11297.0,280.85,68.0,100700.0,0
333,2016-02-11,16:00,10601.0,280.55,72.0,100620.0,0
334,2016-02-11,19:00,12307.0,277.85,84.0,100680.0,0
335,2016-02-11,22:00,10268.0,278.05,86.0,100660.0,0
336,2016-02-12,01:00,9376.0,276.45,92.0,100500.0,0
337,2016-02-12,04:00,8286.0,275.55,95.0,100310.0,0
338,2016-02-12,07:00,10321.0,275.15,94.0,99910.0,0
339,2016-02-12,10:00,12105.0,276.15,95.0,99510.0,0
340,2016-02-12,13:00,12185.0,276.85,94.0,99140.0,0
341,2016-02-12,16:00,11622.0,277.05,93.0,99110.0,0
342,2016-02-12,19:00,12592.0,277.45,92.0,99290.0,0
343,2016-02-12,22:00,10571.0,276.95,91.0,99480.0,0
344,2016-02-13,01:00,9626.0,276.45,93.0,99510.0,0
345,2016-02-13,04:00,8083.0,276.65,97.0,99340.0,0
346,2016-02-13,07:00,8673.0,276.65,97.0,99080.0,0
347,2016-02-13,10:00,10465.0,278.75,98.0,98580.0,0
348,2016-02-13,13:00,10680.0,282.05,86.0,98180.0,0
349,2016-02-13,16:00,10105.0,281.35,95.0,97840.0,0
350,2016-02-13,19:00,11058.0,281.45,92.0,98130.0,0
351,2016-02-13,22:00,9604.0,280.65,91.0,98540.0,0
352,2016-02-14,01:00,9257.0,279.85,87.0,98720.0,0
353,2016-02-14,04:00,7706.0,279.15,89.0,98800.0,0
354,2016-02-14,07:00,7877.0,277.75,91.0,98830.0,0
355,2016-02-14,10:00,9361.0,279.15,92.0,98980.0,0
356,2016-02-14,13:00,10111.0,280.85,83.0,99130.0,0
357,2016-02-14,16:00,9706.0,278.85,92.0,99370.0,0
358,2016-02-14,19:00,11164.0,278.05,78.0,99800.0,0
359,2016-02-14,22:00,10226.0,276.45,84.0,100250.0,0
360,2016-02-15,01:00,9621.0,276.25,87.0,100580.0,0
361,2016-02-15,04:00,8410.0,276.85,81.0,100850.0,0
362,2016-02-15,07:00,10583.0,276.25,83.0,101240.0,0
363,2016-02-15,10:00,12204.0,276.45,77.0,101680.0,0
364,2016-02-15,13:00,11928.0,278.75,63.0,102030.0,0
365,2016-02-15,16:00,11259.0,279.45,63.0,102290.0,0
366,2016-02-15,19:00,12936.0,277.55,74.0,102650.0,0
367,2016-02-15,22:00,11144.0,276.55,81.0,103000.0,0
368,2016-02-16,01:00,10264.0,275.25,80.0,103240.0,0
369,2016-02-16,04:00,9133.0,273.45,88.0,103310.0,0
370,2016-02-16,07:00,11402.0,273.05,84.0,103460.0,0
371,2016-02-16,10:00,12851.0,275.15,71.0,103570.0,0
372,2016-02-16,13:00,12176.0,277.65,61.0,103490.0,0
373,2016-02-16,16:00,11223.0,279.05,52.0,103360.0,0
374,2016-02-16,19:00,13174.0,275.15,62.0,103330.0,0
375,2016-02-16,22:00,11435.0,273.65,68.0,103240.0,0
376,2016-02-17,01:00,10587.0,271.15,80.0,103000.0,0
377,2016-02-17,04:00,9557.0,268.95,94.0,102780.0,0
378,2016-02-17,07:00,11623.0,267.85,93.0,102560.0,0
379,2016-02-17,10:00,13407.0,271.85,95.0,102320.0,0
380,2016-02-17,13:00,13025.0,275.95,69.0,101950.0,0
381,2016-02-17,16:00,12059.0,274.95,71.0,101750.0,0
382,2016-02-17,19:00,13885.0,273.95,73.0,101660.0,0
383,2016-02-17,22:00,11999.0,271.85,83.0,101580.0,0
384,2016-02-18,01:00,10898.0,270.65,91.0,101510.0,0
385,2016-02-18,04:00,9790.0,271.35,90.0,101410.0,0
386,2016-02-18,07:00,11838.0,271.75,92.0,101430.0,0
387,2016-02-18,10:00,13457.0,273.45,88.0,101530.0,0
388,2016-02-18,13:00,13409.0,275.65,82.0,101540.0,0
389,2016-02-18,16:00,12882.0,275.85,92.0,101570.0,0
390,2016-02-18,19:00,13824.0,276.15,95.0,101740.0,0
391,2016-02-18,22:00,11604.0,276.35,93.0,101920.0,0
392,2016-02-19,01:00,10524.0,273.55,93.0,102110.0,0
393,2016-02-19,04:00,9421.0,272.45,92.0,102170.0,0
394,2016-02-19,07:00,11447.0,273.45,92.0,102250.0,0
395,2016-02-19,10:00,12861.0,275.55,87.0,102380.0,0
396,2016-02-19,13:00,11778.0,280.85,67.0,102380.0,0
397,2016-02-19,16:00,10920.0,281.55,62.0,102270.0,0
398,2016-02-19,19:00,12200.0,279.35,71.0,102260.0,0
399,2016-02-19,22:00,10522.0,278.55,80.0,102200.0,0
400,2016-02-20,01:00,9457.0,279.35,82.0,102040.0,0
401,2016-02-20,04:00,8095.0,279.15,94.0,101840.0,0
402,2016-02-20,07:00,8608.0,280.25,97.0,101770.0,0
403,2016-02-20,10:00,10139.0,281.95,97.0,101890.0,0
404,2016-02-20,13:00,10449.0,284.45,87.0,101940.0,0
405,2016-02-20,16:00,9498.0,285.05,80.0,101930.0,0
406,2016-02-20,19:00,10384.0,284.75,88.0,101950.0,0
407,2016-02-20,22:00,8926.0,284.95,89.0,102040.0,0
408,2016-02-21,01:00,8447.0,284.95,87.0,102090.0,0
409,2016-02-21,04:00,6913.0,284.55,85.0,102070.0,0
410,2016-02-21,07:00,7086.0,283.25,96.0,102170.0,0
411,2016-02-21,10:00,8386.0,283.65,92.0,102240.0,0
412,2016-02-21,13:00,9058.0,284.45,87.0,102170.0,0
413,2016-02-21,16:00,8374.0,283.95,88.0,101990.0,0
414,2016-02-21,19:00,9668.0,284.15,80.0,101900.0,0
415,2016-02-21,22:00,8782.0,283.95,73.0,101830.0,0
416,2016-02-22,01:00,8119.0,283.25,76.0,101730.0,0
417,2016-02-22,04:00,6963.0,282.75,79.0,101630.0,0
418,2016-02-22,07:00,8820.0,282.35,85.0,101530.0,0
419,2016-02-22,10:00,10479.0,283.15,85.0,101460.0,0
420,2016-02-22,13:00,10461.0,284.95,76.0,101360.0,0
421,2016-02-22,16:00,9940.0,285.05,75.0,101240.0,0
422,2016-02-22,19:00,11020.0,283.65,89.0,101230.0,0
